grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name,School_Name,State_Name,Lea_Name,size,lea_size,st_size
ALL,1269,36.8,45.4,700322,ALL,ALL,ALL,2017,River Road Middle,Elizabeth City-Pasquotank Public School District,Pasquotank,River Road Middle,State Of North Carolina,Pasquotank County Schools,24.333333333333332,24.666666666666668,21.666666666666668
ALL,1323,35.0,43.5,700322,ALL,ALL,ALL,2016,River Road Middle,Elizabeth City-Pasquotank Public School District,Pasquotank,River Road Middle,State Of North Carolina,Pasquotank County Schools,24.0,22.666666666666668,21.333333333333332
ALL,1418,36.5,47.0,700322,ALL,ALL,ALL,2015,River Road Middle,Elizabeth City-Pasquotank Public School District,Pasquotank,River Road Middle,State Of North Carolina,Pasquotank County Schools,23.666666666666668,24.333333333333332,22.0
ALL,1418,36.5,47.0,700322,ALL,ALL,ALL,2014,River Road Middle,Elizabeth City-Pasquotank Public School District,Pasquotank,,,,,,
ALL,1418,36.5,47.0,700322,ALL,ALL,ALL,2013,River Road Middle,Elizabeth City-Pasquotank Public School District,Pasquotank,River Road Middle,State Of North Carolina,Pasquotank County Schools,21.333333333333332,23.333333333333332,21.666666666666668
ALL,404,49.0,64.9,700324,ALL,ALL,ALL,2017,Sheep-Harney Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Sheep-Harney Elementary,State Of North Carolina,Pasquotank County Schools,19.833333333333332,20.166666666666668,19.666666666666668
ALL,416,37.5,49.0,700324,ALL,ALL,ALL,2016,Sheep-Harney Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Sheep-Harney Elementary,State Of North Carolina,Pasquotank County Schools,19.666666666666668,19.833333333333332,19.5
ALL,491,42.8,53.8,700324,ALL,ALL,ALL,2015,Sheep-Harney Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Sheep-Harney Elementary,State Of North Carolina,Pasquotank County Schools,20.5,21.0,19.333333333333332
ALL,491,42.8,53.8,700324,ALL,ALL,ALL,2014,Sheep-Harney Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,,,,,,
ALL,491,42.8,53.8,700324,ALL,ALL,ALL,2013,Sheep-Harney Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Sheep-Harney Elementary,State Of North Carolina,Pasquotank County Schools,19.0,19.833333333333332,20.166666666666668
ALL,379,56.7,69.1,700328,ALL,ALL,ALL,2017,Weeksville Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Weeksville Elementary,State Of North Carolina,Pasquotank County Schools,19.666666666666668,20.166666666666668,19.666666666666668
ALL,343,53.1,63.8,700328,ALL,ALL,ALL,2016,Weeksville Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Weeksville Elementary,State Of North Carolina,Pasquotank County Schools,20.666666666666668,19.833333333333332,19.5
ALL,352,57.4,69.6,700328,ALL,ALL,ALL,2015,Weeksville Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Weeksville Elementary,State Of North Carolina,Pasquotank County Schools,20.5,21.0,19.333333333333332
ALL,352,57.4,69.6,700328,ALL,ALL,ALL,2014,Weeksville Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,,,,,,
ALL,352,57.4,69.6,700328,ALL,ALL,ALL,2013,Weeksville Elementary,Elizabeth City-Pasquotank Public School District,Pasquotank,Weeksville Elementary,State Of North Carolina,Pasquotank County Schools,19.833333333333332,19.833333333333332,20.166666666666668
ALL,661,39.2,48.7,710312,ALL,ALL,ALL,2017,Burgaw Elementary,Pender County School District,Pender,Burgaw Elementary,State Of North Carolina,Pender County Schools,21.166666666666668,20.0,19.666666666666668
ALL,573,38.4,51.1,710312,ALL,ALL,ALL,2016,Burgaw Elementary,Pender County School District,Pender,Burgaw Elementary,State Of North Carolina,Pender County Schools,20.333333333333332,20.166666666666668,19.5
ALL,522,45.4,57.3,710312,ALL,ALL,ALL,2015,Burgaw Elementary,Pender County School District,Pender,Burgaw Elementary,State Of North Carolina,Pender County Schools,17.5,20.0,19.333333333333332
ALL,522,45.4,57.3,710312,ALL,ALL,ALL,2014,Burgaw Elementary,Pender County School District,Pender,,,,,,
ALL,522,45.4,57.3,710312,ALL,ALL,ALL,2013,Burgaw Elementary,Pender County School District,Pender,Burgaw Elementary,State Of North Carolina,Pender County Schools,19.666666666666668,21.333333333333332,20.166666666666668
ALL,596,34.9,45.3,710316,ALL,ALL,ALL,2017,Burgaw Middle,Pender County School District,Pender,Burgaw Middle,State Of North Carolina,Pender County Schools,20.666666666666668,21.333333333333332,21.666666666666668
ALL,557,40.4,53.5,710316,ALL,ALL,ALL,2016,Burgaw Middle,Pender County School District,Pender,Burgaw Middle,State Of North Carolina,Pender County Schools,20.333333333333332,22.0,21.333333333333332
ALL,570,33.7,41.6,710316,ALL,ALL,ALL,2015,Burgaw Middle,Pender County School District,Pender,Burgaw Middle,State Of North Carolina,Pender County Schools,21.666666666666668,22.333333333333332,22.0
ALL,570,33.7,41.6,710316,ALL,ALL,ALL,2014,Burgaw Middle,Pender County School District,Pender,,,,,,
ALL,570,33.7,41.6,710316,ALL,ALL,ALL,2013,Burgaw Middle,Pender County School District,Pender,Burgaw Middle,State Of North Carolina,Pender County Schools,20.666666666666668,23.333333333333332,21.666666666666668
ALL,596,48.8,59.4,710318,ALL,ALL,ALL,2017,Cape Fear Elementary,Pender County School District,Pender,Cape Fear Elementary,State Of North Carolina,Pender County Schools,19.5,20.0,19.666666666666668
ALL,606,57.4,70.0,710318,ALL,ALL,ALL,2016,Cape Fear Elementary,Pender County School District,Pender,Cape Fear Elementary,State Of North Carolina,Pender County Schools,19.333333333333332,20.166666666666668,19.5
ALL,602,56.6,65.9,710318,ALL,ALL,ALL,2015,Cape Fear Elementary,Pender County School District,Pender,Cape Fear Elementary,State Of North Carolina,Pender County Schools,19.666666666666668,20.0,19.333333333333332
ALL,602,56.6,65.9,710318,ALL,ALL,ALL,2014,Cape Fear Elementary,Pender County School District,Pender,,,,,,
ALL,602,56.6,65.9,710318,ALL,ALL,ALL,2013,Cape Fear Elementary,Pender County School District,Pender,Cape Fear Elementary,State Of North Carolina,Pender County Schools,22.333333333333332,22.0,20.333333333333332
ALL,1065,39.1,49.5,710320,ALL,ALL,ALL,2017,Cape Fear Middle,Pender County School District,Pender,Cape Fear Middle,State Of North Carolina,Pender County Schools,21.333333333333332,21.333333333333332,21.666666666666668
ALL,1139,37.1,48.7,710320,ALL,ALL,ALL,2016,Cape Fear Middle,Pender County School District,Pender,Cape Fear Middle,State Of North Carolina,Pender County Schools,23.0,22.0,21.333333333333332
ALL,1182,36.3,45.6,710320,ALL,ALL,ALL,2015,Cape Fear Middle,Pender County School District,Pender,Cape Fear Middle,State Of North Carolina,Pender County Schools,22.333333333333332,22.333333333333332,22.0
ALL,1182,36.3,45.6,710320,ALL,ALL,ALL,2014,Cape Fear Middle,Pender County School District,Pender,,,,,,
ALL,1182,36.3,45.6,710320,ALL,ALL,ALL,2013,Cape Fear Middle,Pender County School District,Pender,Cape Fear Middle,State Of North Carolina,Pender County Schools,25.333333333333332,23.333333333333332,21.666666666666668
ALL,425,40.2,49.6,710321,ALL,ALL,ALL,2017,Heide Trask High,Pender County School District,Pender,Heide Trask High,State Of North Carolina,Pender County Schools,21.25,23.5,19.75
ALL,629,34.3,45.2,710321,ALL,ALL,ALL,2016,Heide Trask High,Pender County School District,Pender,,,,,,
ALL,571,31.5,44.8,710321,ALL,ALL,ALL,2015,Heide Trask High,Pender County School District,Pender,,,,,,
ALL,571,31.5,44.8,710321,ALL,ALL,ALL,2014,Heide Trask High,Pender County School District,Pender,,,,,,
ALL,571,31.5,44.8,710321,ALL,ALL,ALL,2013,Heide Trask High,Pender County School District,Pender,,,,,,
ALL,960,60.1,70.3,710323,ALL,ALL,ALL,2017,North Topsail Elementary,Pender County School District,Pender,North Topsail Elementary,State Of North Carolina,Pender County Schools,21.333333333333332,20.0,19.666666666666668
ALL,918,64.2,76.5,710323,ALL,ALL,ALL,2016,North Topsail Elementary,Pender County School District,Pender,North Topsail Elementary,State Of North Carolina,Pender County Schools,21.166666666666668,20.166666666666668,19.5
ALL,762,63.3,71.7,710323,ALL,ALL,ALL,2015,North Topsail Elementary,Pender County School District,Pender,North Topsail Elementary,State Of North Carolina,Pender County Schools,21.666666666666668,20.0,19.333333333333332
ALL,762,63.3,71.7,710323,ALL,ALL,ALL,2014,North Topsail Elementary,Pender County School District,Pender,,,,,,
ALL,762,63.3,71.7,710323,ALL,ALL,ALL,2013,North Topsail Elementary,Pender County School District,Pender,North Topsail Elementary,State Of North Carolina,Pender County Schools,23.166666666666668,21.333333333333332,20.166666666666668
ALL,477,38.8,49.1,710324,ALL,ALL,ALL,2017,Malpass Corner Elementary,Pender County School District,Pender,Malpass Corner Elementary,State Of North Carolina,Pender County Schools,18.166666666666668,20.0,19.666666666666668
ALL,515,41.4,53.2,710324,ALL,ALL,ALL,2016,Malpass Corner Elementary,Pender County School District,Pender,Malpass Corner Elementary,State Of North Carolina,Pender County Schools,17.833333333333332,20.166666666666668,19.5
ALL,508,40.0,50.2,710324,ALL,ALL,ALL,2015,Malpass Corner Elementary,Pender County School District,Pender,Malpass Corner Elementary,State Of North Carolina,Pender County Schools,16.833333333333332,20.0,19.333333333333332
ALL,508,40.0,50.2,710324,ALL,ALL,ALL,2014,Malpass Corner Elementary,Pender County School District,Pender,,,,,,
ALL,508,40.0,50.2,710324,ALL,ALL,ALL,2013,Malpass Corner Elementary,Pender County School District,Pender,Malpass Corner Elementary,State Of North Carolina,Pender County Schools,22.166666666666668,21.333333333333332,20.166666666666668
ALL,396,42.7,53.0,710326,ALL,ALL,ALL,2017,Pender High,Pender County School District,Pender,Pender High,State Of North Carolina,Pender County Schools,23.75,23.5,19.75
ALL,515,32.4,42.5,710326,ALL,ALL,ALL,2016,Pender High,Pender County School District,Pender,,,,,,
ALL,457,28.9,39.4,710326,ALL,ALL,ALL,2015,Pender High,Pender County School District,Pender,,,,,,
ALL,457,28.9,39.4,710326,ALL,ALL,ALL,2014,Pender High,Pender County School District,Pender,,,,,,
ALL,457,28.9,39.4,710326,ALL,ALL,ALL,2013,Pender High,Pender County School District,Pender,,,,,,
ALL,143,95.0,95.0,710327,ALL,ALL,ALL,2017,Pender Early College High,Pender County School District,Pender,Pender Early College High,State Of North Carolina,Pender County Schools,20.333333333333332,23.0,20.0
ALL,153,94.8,95.0,710327,ALL,ALL,ALL,2016,Pender Early College High,Pender County School District,Pender,,,,,,
ALL,150,84.0,95.0,710327,ALL,ALL,ALL,2015,Pender Early College High,Pender County School District,Pender,,,,,,
ALL,150,84.0,95.0,710327,ALL,ALL,ALL,2014,Pender Early College High,Pender County School District,Pender,,,,,,
ALL,150,84.0,95.0,710327,ALL,ALL,ALL,2013,Pender Early College High,Pender County School District,Pender,,,,,,
ALL,827,47.8,55.6,710328,ALL,ALL,ALL,2017,Penderlea Elementary,Pender County School District,Pender,Penderlea Elementary,State Of North Carolina,Pender County Schools,19.333333333333332,20.444444444444443,20.333333333333332
ALL,829,50.5,59.5,710328,ALL,ALL,ALL,2016,Penderlea Elementary,Pender County School District,Pender,Penderlea Elementary,State Of North Carolina,Pender County Schools,20.444444444444443,20.77777777777778,20.11111111111111
ALL,912,51.1,60.4,710328,ALL,ALL,ALL,2015,Penderlea Elementary,Pender County School District,Pender,Penderlea Elementary,State Of North Carolina,Pender County Schools,21.666666666666668,20.77777777777778,20.22222222222222
ALL,912,51.1,60.4,710328,ALL,ALL,ALL,2014,Penderlea Elementary,Pender County School District,Pender,,,,,,
ALL,912,51.1,60.4,710328,ALL,ALL,ALL,2013,Penderlea Elementary,Pender County School District,Pender,Penderlea Elementary,State Of North Carolina,Pender County Schools,21.666666666666668,22.0,20.666666666666668
ALL,1119,63.4,72.6,710342,ALL,ALL,ALL,2017,Topsail High,Pender County School District,Pender,Topsail High,State Of North Carolina,Pender County Schools,26.25,23.5,19.75
ALL,1120,61.5,71.1,710342,ALL,ALL,ALL,2016,Topsail High,Pender County School District,Pender,,,,,,
ALL,1039,62.5,73.9,710342,ALL,ALL,ALL,2015,Topsail High,Pender County School District,Pender,,,,,,
ALL,1039,62.5,73.9,710342,ALL,ALL,ALL,2014,Topsail High,Pender County School District,Pender,,,,,,
ALL,1039,62.5,73.9,710342,ALL,ALL,ALL,2013,Topsail High,Pender County School District,Pender,,,,,,
ALL,714,68.3,79.8,710344,ALL,ALL,ALL,2017,Topsail Elementary,Pender County School District,Pender,Topsail Elementary,State Of North Carolina,Pender County Schools,19.666666666666668,20.0,19.666666666666668
ALL,734,72.5,81.5,710344,ALL,ALL,ALL,2016,Topsail Elementary,Pender County School District,Pender,Topsail Elementary,State Of North Carolina,Pender County Schools,20.0,20.166666666666668,19.5
ALL,703,69.6,78.0,710344,ALL,ALL,ALL,2015,Topsail Elementary,Pender County School District,Pender,Topsail Elementary,State Of North Carolina,Pender County Schools,21.5,20.0,19.333333333333332
ALL,703,69.6,78.0,710344,ALL,ALL,ALL,2014,Topsail Elementary,Pender County School District,Pender,,,,,,
ALL,703,69.6,78.0,710344,ALL,ALL,ALL,2013,Topsail Elementary,Pender County School District,Pender,Topsail Elementary,State Of North Carolina,Pender County Schools,20.833333333333332,21.333333333333332,20.166666666666668
ALL,2350,61.2,70.0,710346,ALL,ALL,ALL,2017,Topsail Middle,Pender County School District,Pender,Topsail Middle,State Of North Carolina,Pender County Schools,25.666666666666668,21.333333333333332,21.666666666666668
ALL,2543,64.3,72.9,710346,ALL,ALL,ALL,2016,Topsail Middle,Pender County School District,Pender,Topsail Middle,State Of North Carolina,Pender County Schools,25.0,22.0,21.333333333333332
ALL,2453,61.4,70.0,710346,ALL,ALL,ALL,2015,Topsail Middle,Pender County School District,Pender,Topsail Middle,State Of North Carolina,Pender County Schools,24.666666666666668,22.333333333333332,22.0
ALL,2453,61.4,70.0,710346,ALL,ALL,ALL,2014,Topsail Middle,Pender County School District,Pender,,,,,,
ALL,2453,61.4,70.0,710346,ALL,ALL,ALL,2013,Topsail Middle,Pender County School District,Pender,Topsail Middle,State Of North Carolina,Pender County Schools,26.333333333333332,23.333333333333332,21.666666666666668
ALL,741,61.0,71.1,710347,ALL,ALL,ALL,2017,South Topsail Elementary,Pender County School District,Pender,South Topsail Elementary,State Of North Carolina,Pender County Schools,22.166666666666668,20.0,19.666666666666668
ALL,818,60.1,73.8,710347,ALL,ALL,ALL,2016,South Topsail Elementary,Pender County School District,Pender,South Topsail Elementary,State Of North Carolina,Pender County Schools,22.333333333333332,20.166666666666668,19.5
ALL,731,60.7,70.7,710347,ALL,ALL,ALL,2015,South Topsail Elementary,Pender County School District,Pender,South Topsail Elementary,State Of North Carolina,Pender County Schools,22.5,20.0,19.333333333333332
ALL,731,60.7,70.7,710347,ALL,ALL,ALL,2014,South Topsail Elementary,Pender County School District,Pender,,,,,,
ALL,731,60.7,70.7,710347,ALL,ALL,ALL,2013,South Topsail Elementary,Pender County School District,Pender,South Topsail Elementary,State Of North Carolina,Pender County Schools,21.333333333333332,21.333333333333332,20.166666666666668
ALL,423,25.1,32.6,710348,ALL,ALL,ALL,2017,West Pender Middle,Pender County School District,Pender,West Pender Middle,State Of North Carolina,Pender County Schools,17.333333333333332,21.333333333333332,21.666666666666668
ALL,444,27.7,38.3,710348,ALL,ALL,ALL,2016,West Pender Middle,Pender County School District,Pender,West Pender Middle,State Of North Carolina,Pender County Schools,17.333333333333332,22.0,21.333333333333332
ALL,431,32.3,43.6,710348,ALL,ALL,ALL,2015,West Pender Middle,Pender County School District,Pender,West Pender Middle,State Of North Carolina,Pender County Schools,20.666666666666668,22.333333333333332,22.0
ALL,431,32.3,43.6,710348,ALL,ALL,ALL,2014,West Pender Middle,Pender County School District,Pender,,,,,,
ALL,431,32.3,43.6,710348,ALL,ALL,ALL,2013,West Pender Middle,Pender County School District,Pender,West Pender Middle,State Of North Carolina,Pender County Schools,22.333333333333332,23.333333333333332,21.666666666666668
ALL,1004,53.1,62.7,720312,ALL,ALL,ALL,2017,Hertford Grammar,Perquimans County School District,Perquimans,Hertford Grammar,State Of North Carolina,Perquimans County Schools,17.5,17.5,21.0
ALL,928,55.7,69.0,720312,ALL,ALL,ALL,2016,Hertford Grammar,Perquimans County School District,Perquimans,Hertford Grammar,State Of North Carolina,Perquimans County Schools,16.5,16.5,20.5
ALL,904,56.1,67.6,720312,ALL,ALL,ALL,2015,Hertford Grammar,Perquimans County School District,Perquimans,Hertford Grammar,State Of North Carolina,Perquimans County Schools,19.0,19.0,19.666666666666668
ALL,904,56.1,67.6,720312,ALL,ALL,ALL,2014,Hertford Grammar,Perquimans County School District,Perquimans,,,,,,
ALL,904,56.1,67.6,720312,ALL,ALL,ALL,2013,Hertford Grammar,Perquimans County School District,Perquimans,Hertford Grammar,State Of North Carolina,Perquimans County Schools,22.0,22.0,21.0
ALL,371,47.4,57.7,720316,ALL,ALL,ALL,2017,Perquimans County High,Perquimans County School District,Perquimans,Perquimans County High,State Of North Carolina,Perquimans County Schools,20.75,20.75,19.75
ALL,346,36.4,50.9,720316,ALL,ALL,ALL,2016,Perquimans County High,Perquimans County School District,Perquimans,,,,,,
ALL,391,21.7,30.7,720316,ALL,ALL,ALL,2015,Perquimans County High,Perquimans County School District,Perquimans,,,,,,
ALL,391,21.7,30.7,720316,ALL,ALL,ALL,2014,Perquimans County High,Perquimans County School District,Perquimans,,,,,,
ALL,391,21.7,30.7,720316,ALL,ALL,ALL,2013,Perquimans County High,Perquimans County School District,Perquimans,,,,,,
ALL,786,44.8,55.1,720320,ALL,ALL,ALL,2017,Perquimans County Middle,Perquimans County School District,Perquimans,Perquimans County Middle,State Of North Carolina,Perquimans County Schools,17.0,17.0,21.666666666666668
ALL,809,43.4,54.8,720320,ALL,ALL,ALL,2016,Perquimans County Middle,Perquimans County School District,Perquimans,Perquimans County Middle,State Of North Carolina,Perquimans County Schools,16.0,16.0,21.333333333333332
ALL,824,42.5,51.0,720320,ALL,ALL,ALL,2015,Perquimans County Middle,Perquimans County School District,Perquimans,Perquimans County Middle,State Of North Carolina,Perquimans County Schools,19.0,19.0,22.0
ALL,824,42.5,51.0,720320,ALL,ALL,ALL,2014,Perquimans County Middle,Perquimans County School District,Perquimans,,,,,,
ALL,824,42.5,51.0,720320,ALL,ALL,ALL,2013,Perquimans County Middle,Perquimans County School District,Perquimans,Perquimans County Middle,State Of North Carolina,Perquimans County Schools,17.666666666666668,17.666666666666668,21.666666666666668
ALL,703,67.6,75.8,730332,ALL,ALL,ALL,2017,Helena Elementary,Person County School District,Person,Helena Elementary,State Of North Carolina,Person County Schools,21.5,19.0,19.666666666666668
ALL,747,69.3,79.1,730332,ALL,ALL,ALL,2016,Helena Elementary,Person County School District,Person,Helena Elementary,State Of North Carolina,Person County Schools,22.833333333333332,19.333333333333332,19.5
ALL,727,73.5,82.7,730332,ALL,ALL,ALL,2015,Helena Elementary,Person County School District,Person,Helena Elementary,State Of North Carolina,Person County Schools,22.666666666666668,19.5,19.333333333333332
ALL,727,73.5,82.7,730332,ALL,ALL,ALL,2014,Helena Elementary,Person County School District,Person,,,,,,
ALL,727,73.5,82.7,730332,ALL,ALL,ALL,2013,Helena Elementary,Person County School District,Person,Helena Elementary,State Of North Carolina,Person County Schools,20.833333333333332,18.833333333333332,20.166666666666668
ALL,249,27.3,39.4,730334,ALL,ALL,ALL,2017,North Elementary,Person County School District,Person,"North Elementary, Roxboro",State Of North Carolina,Person County Schools,16.666666666666668,19.0,19.666666666666668
ALL,260,23.8,38.5,730334,ALL,ALL,ALL,2016,North Elementary,Person County School District,Person,"North Elementary, Roxboro",State Of North Carolina,Person County Schools,20.5,19.333333333333332,19.5
ALL,321,26.8,35.2,730334,ALL,ALL,ALL,2015,North Elementary,Person County School District,Person,"North Elementary, Roxboro",State Of North Carolina,Person County Schools,21.0,19.5,19.333333333333332
ALL,321,26.8,35.2,730334,ALL,ALL,ALL,2014,North Elementary,Person County School District,Person,,,,,,
ALL,321,26.8,35.2,730334,ALL,ALL,ALL,2013,North Elementary,Person County School District,Person,"North Elementary, Roxboro",State Of North Carolina,Person County Schools,18.166666666666668,18.833333333333332,20.166666666666668
ALL,271,41.7,52.0,730340,ALL,ALL,ALL,2017,North End Elementary,Person County School District,Person,North End Elementary,State Of North Carolina,Person County Schools,18.666666666666668,19.0,19.666666666666668
ALL,263,44.9,58.2,730340,ALL,ALL,ALL,2016,North End Elementary,Person County School District,Person,North End Elementary,State Of North Carolina,Person County Schools,16.0,19.333333333333332,19.5
ALL,253,54.2,64.4,730340,ALL,ALL,ALL,2015,North End Elementary,Person County School District,Person,,,,,,
ALL,253,54.2,64.4,730340,ALL,ALL,ALL,2014,North End Elementary,Person County School District,Person,,,,,,
ALL,253,54.2,64.4,730340,ALL,ALL,ALL,2013,North End Elementary,Person County School District,Person,North End Elementary,State Of North Carolina,Person County Schools,13.2,18.2,20.0
ALL,1073,34.5,49.3,730344,ALL,ALL,ALL,2017,Northern Middle,Person County School District,Person,Northern Middle,State Of North Carolina,Person County Schools,24.666666666666668,21.0,21.666666666666668
ALL,1177,38.6,51.2,730344,ALL,ALL,ALL,2016,Northern Middle,Person County School District,Person,Northern Middle,State Of North Carolina,Person County Schools,26.0,25.666666666666668,21.333333333333332
ALL,1185,29.6,38.1,730344,ALL,ALL,ALL,2015,Northern Middle,Person County School District,Person,Northern Middle,State Of North Carolina,Person County Schools,24.333333333333332,22.666666666666668,22.0
ALL,1185,29.6,38.1,730344,ALL,ALL,ALL,2014,Northern Middle,Person County School District,Person,,,,,,
ALL,1185,29.6,38.1,730344,ALL,ALL,ALL,2013,Northern Middle,Person County School District,Person,Northern Middle,State Of North Carolina,Person County Schools,15.0,18.0,21.666666666666668
ALL,253,68.4,73.1,730348,ALL,ALL,ALL,2017,Oak Lane Elementary,Person County School District,Person,Oak Lane Elementary,State Of North Carolina,Person County Schools,20.0,19.0,19.666666666666668
ALL,280,66.4,75.7,730348,ALL,ALL,ALL,2016,Oak Lane Elementary,Person County School District,Person,Oak Lane Elementary,State Of North Carolina,Person County Schools,19.833333333333332,19.333333333333332,19.5
ALL,280,59.3,68.9,730348,ALL,ALL,ALL,2015,Oak Lane Elementary,Person County School District,Person,,,,,,
ALL,280,59.3,68.9,730348,ALL,ALL,ALL,2014,Oak Lane Elementary,Person County School District,Person,,,,,,
ALL,280,59.3,68.9,730348,ALL,ALL,ALL,2013,Oak Lane Elementary,Person County School District,Person,Oak Lane Elementary,State Of North Carolina,Person County Schools,19.833333333333332,18.833333333333332,20.166666666666668
ALL,959,31.2,41.5,730352,ALL,ALL,ALL,2017,Person High,Person County School District,Person,Person High,State Of North Carolina,Person County Schools,18.6,20.2,20.2
ALL,971,34.9,45.3,730352,ALL,ALL,ALL,2016,Person High,Person County School District,Person,,,,,,
ALL,1032,30.9,41.7,730352,ALL,ALL,ALL,2015,Person High,Person County School District,Person,,,,,,
ALL,1032,30.9,41.7,730352,ALL,ALL,ALL,2014,Person High,Person County School District,Person,,,,,,
ALL,1032,30.9,41.7,730352,ALL,ALL,ALL,2013,Person High,Person County School District,Person,Person High,State Of North Carolina,Person County Schools,12.0,15.0,21.0
ALL,495,55.2,65.5,730354,ALL,ALL,ALL,2017,Stories Creek Elementary,Person County School District,Person,Stories Creek Elementary,State Of North Carolina,Person County Schools,20.833333333333332,19.0,19.666666666666668
ALL,467,58.0,69.4,730354,ALL,ALL,ALL,2016,Stories Creek Elementary,Person County School District,Person,Stories Creek Elementary,State Of North Carolina,Person County Schools,21.0,19.333333333333332,19.5
ALL,441,65.3,77.1,730354,ALL,ALL,ALL,2015,Stories Creek Elementary,Person County School District,Person,Stories Creek Elementary,State Of North Carolina,Person County Schools,19.666666666666668,19.5,19.333333333333332
ALL,441,65.3,77.1,730354,ALL,ALL,ALL,2014,Stories Creek Elementary,Person County School District,Person,,,,,,
ALL,441,65.3,77.1,730354,ALL,ALL,ALL,2013,Stories Creek Elementary,Person County School District,Person,Stories Creek Elementary,State Of North Carolina,Person County Schools,20.0,18.833333333333332,20.166666666666668
ALL,324,30.2,40.1,730356,ALL,ALL,ALL,2017,South Elementary,Person County School District,Person,"South Elementary, Roxboro",State Of North Carolina,Person County Schools,19.833333333333332,19.0,19.666666666666668
ALL,287,28.9,41.5,730356,ALL,ALL,ALL,2016,South Elementary,Person County School District,Person,"South Elementary, Roxboro",State Of North Carolina,Person County Schools,19.333333333333332,19.333333333333332,19.5
ALL,273,31.9,48.0,730356,ALL,ALL,ALL,2015,South Elementary,Person County School District,Person,"South Elementary, Roxboro",State Of North Carolina,Person County Schools,16.166666666666668,19.5,19.333333333333332
ALL,273,31.9,48.0,730356,ALL,ALL,ALL,2014,South Elementary,Person County School District,Person,,,,,,
ALL,273,31.9,48.0,730356,ALL,ALL,ALL,2013,South Elementary,Person County School District,Person,"South Elementary, Roxboro",State Of North Carolina,Person County Schools,19.833333333333332,18.833333333333332,20.166666666666668
ALL,1038,47.8,57.5,730360,ALL,ALL,ALL,2017,Southern Middle,Person County School District,Person,"Southern Middle, Roxboro",State Of North Carolina,Person County Schools,20.333333333333332,21.0,21.666666666666668
ALL,1130,48.1,56.1,730360,ALL,ALL,ALL,2016,Southern Middle,Person County School District,Person,"Southern Middle, Roxboro",State Of North Carolina,Person County Schools,24.666666666666668,25.666666666666668,21.333333333333332
ALL,1237,41.5,49.8,730360,ALL,ALL,ALL,2015,Southern Middle,Person County School District,Person,"Southern Middle, Roxboro",State Of North Carolina,Person County Schools,21.0,22.666666666666668,22.0
ALL,1237,41.5,49.8,730360,ALL,ALL,ALL,2014,Southern Middle,Person County School District,Person,,,,,,
ALL,1237,41.5,49.8,730360,ALL,ALL,ALL,2013,Southern Middle,Person County School District,Person,"Southern Middle, Roxboro",State Of North Carolina,Person County Schools,22.0,18.0,21.666666666666668
ALL,224,57.6,68.3,730368,ALL,ALL,ALL,2017,Woodland Elementary,Person County School District,Person,Woodland Elementary,State Of North Carolina,Person County Schools,16.833333333333332,19.0,19.666666666666668
ALL,240,58.8,70.4,730368,ALL,ALL,ALL,2016,Woodland Elementary,Person County School District,Person,Woodland Elementary,State Of North Carolina,Person County Schools,16.833333333333332,19.333333333333332,19.5
ALL,216,69.4,79.6,730368,ALL,ALL,ALL,2015,Woodland Elementary,Person County School District,Person,Woodland Elementary,State Of North Carolina,Person County Schools,17.166666666666668,19.5,19.333333333333332
ALL,216,69.4,79.6,730368,ALL,ALL,ALL,2014,Woodland Elementary,Person County School District,Person,,,,,,
ALL,216,69.4,79.6,730368,ALL,ALL,ALL,2013,Woodland Elementary,Person County School District,Person,Woodland Elementary,State Of North Carolina,Person County Schools,19.166666666666668,18.833333333333332,20.166666666666668
ALL,457,57.8,75.3,73A000,ALL,ALL,ALL,2017,Bethel Hill Charter,Person County School District,Person,Bethel Hill Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,16.5,,19.666666666666668
ALL,453,55.4,67.3,73A000,ALL,ALL,ALL,2016,Bethel Hill Charter,Person County School District,Person,Bethel Hill Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,15.857142857142858,,19.714285714285715
ALL,456,56.1,66.9,73A000,ALL,ALL,ALL,2015,Bethel Hill Charter,Person County School District,Person,Bethel Hill Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,16.0,,19.833333333333332
ALL,456,56.1,66.9,73A000,ALL,ALL,ALL,2014,Bethel Hill Charter,Person County School District,Person,,,,,,
ALL,456,56.1,66.9,73A000,ALL,ALL,ALL,2013,Bethel Hill Charter,Person County School District,Person,Bethel Hill Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,17.0,,20.166666666666668
