grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name
ALL,505,12.3,19,640396,ALL,ALL,ALL,2016,Williford Elementary,Nash-Rocky Mount School District,Nash
ALL,514,20.6,27.4,640396,ALL,ALL,ALL,2015,Williford Elementary,Nash-Rocky Mount School District,Nash
ALL,420,21.4,31,640396,ALL,ALL,ALL,2014,Williford Elementary,Nash-Rocky Mount School District,Nash
ALL,427,19.2,29,640396,ALL,ALL,ALL,2013,Williford Elementary,Nash-Rocky Mount School District,Nash
ALL,523,52.6,61.6,650304,ALL,ALL,ALL,2017,Bradley Creek Elementary,New Hanover County School District,New Hanover
ALL,520,53.5,62.5,650304,ALL,ALL,ALL,2016,Bradley Creek Elementary,New Hanover County School District,New Hanover
ALL,582,54,62.7,650304,ALL,ALL,ALL,2015,Bradley Creek Elementary,New Hanover County School District,New Hanover
ALL,483,57.1,64.8,650304,ALL,ALL,ALL,2014,Bradley Creek Elementary,New Hanover County School District,New Hanover
ALL,493,50.7,59.8,650304,ALL,ALL,ALL,2013,Bradley Creek Elementary,New Hanover County School District,New Hanover
ALL,585,65.3,74.9,650308,ALL,ALL,ALL,2017,Carolina Beach Elementary,New Hanover County School District,New Hanover
ALL,541,65.4,72.8,650308,ALL,ALL,ALL,2016,Carolina Beach Elementary,New Hanover County School District,New Hanover
ALL,596,64.6,73.8,650308,ALL,ALL,ALL,2015,Carolina Beach Elementary,New Hanover County School District,New Hanover
ALL,492,63.8,74.4,650308,ALL,ALL,ALL,2014,Carolina Beach Elementary,New Hanover County School District,New Hanover
ALL,530,57.4,70.8,650308,ALL,ALL,ALL,2013,Carolina Beach Elementary,New Hanover County School District,New Hanover
ALL,676,48.1,62.1,650309,ALL,ALL,ALL,2017,Castle Hayne Elementary,New Hanover County School District,New Hanover
ALL,655,56.9,67.3,650309,ALL,ALL,ALL,2016,Castle Hayne Elementary,New Hanover County School District,New Hanover
ALL,663,60,68.9,650309,ALL,ALL,ALL,2015,Castle Hayne Elementary,New Hanover County School District,New Hanover
ALL,567,54.1,65.6,650309,ALL,ALL,ALL,2014,Castle Hayne Elementary,New Hanover County School District,New Hanover
ALL,573,57.8,66.5,650309,ALL,ALL,ALL,2013,Castle Hayne Elementary,New Hanover County School District,New Hanover
ALL,2198,67.9,76.2,650310,ALL,ALL,ALL,2017,Charles P Murray Middle,New Hanover County School District,New Hanover
ALL,2160,63.6,73.3,650310,ALL,ALL,ALL,2016,Charles P Murray Middle,New Hanover County School District,New Hanover
ALL,2047,62.1,71.4,650310,ALL,ALL,ALL,2015,Charles P Murray Middle,New Hanover County School District,New Hanover
ALL,2141,59,68.5,650310,ALL,ALL,ALL,2014,Charles P Murray Middle,New Hanover County School District,New Hanover
ALL,2038,58.4,69.7,650310,ALL,ALL,ALL,2013,Charles P Murray Middle,New Hanover County School District,New Hanover
ALL,329,21.3,32.5,650312,ALL,ALL,ALL,2017,R Freeman Sch of Engineering,New Hanover County School District,New Hanover
ALL,332,15.4,23.5,650312,ALL,ALL,ALL,2016,R Freeman Sch of Engineering,New Hanover County School District,New Hanover
ALL,355,15.5,25.6,650312,ALL,ALL,ALL,2015,R Freeman Sch of Engineering,New Hanover County School District,New Hanover
ALL,352,17,27,650312,ALL,ALL,ALL,2014,R Freeman Sch of Engineering,New Hanover County School District,New Hanover
ALL,372,20.2,36.3,650312,ALL,ALL,ALL,2013,R Freeman Sch of Engineering,New Hanover County School District,New Hanover
ALL,537,41.9,51.8,650316,ALL,ALL,ALL,2017,College Park Elementary,New Hanover County School District,New Hanover
ALL,542,38.7,50.6,650316,ALL,ALL,ALL,2016,College Park Elementary,New Hanover County School District,New Hanover
ALL,574,39.9,49,650316,ALL,ALL,ALL,2015,College Park Elementary,New Hanover County School District,New Hanover
ALL,538,41.4,50.4,650316,ALL,ALL,ALL,2014,College Park Elementary,New Hanover County School District,New Hanover
ALL,503,42.9,56.1,650316,ALL,ALL,ALL,2013,College Park Elementary,New Hanover County School District,New Hanover
ALL,878,57.5,70,650323,ALL,ALL,ALL,2017,Edwin A Anderson Elementary,New Hanover County School District,New Hanover
ALL,808,56.4,67.7,650323,ALL,ALL,ALL,2016,Edwin A Anderson Elementary,New Hanover County School District,New Hanover
ALL,843,60,68.9,650323,ALL,ALL,ALL,2015,Edwin A Anderson Elementary,New Hanover County School District,New Hanover
ALL,761,54.7,67.1,650323,ALL,ALL,ALL,2014,Edwin A Anderson Elementary,New Hanover County School District,New Hanover
ALL,790,55.8,66.6,650323,ALL,ALL,ALL,2013,Edwin A Anderson Elementary,New Hanover County School District,New Hanover
ALL,343,43.1,55.4,650324,ALL,ALL,ALL,2017,Edwin A Alderman Elementary,New Hanover County School District,New Hanover
ALL,334,39.2,46.4,650324,ALL,ALL,ALL,2016,Edwin A Alderman Elementary,New Hanover County School District,New Hanover
ALL,287,36.9,47.4,650324,ALL,ALL,ALL,2015,Edwin A Alderman Elementary,New Hanover County School District,New Hanover
ALL,283,42.8,53,650324,ALL,ALL,ALL,2014,Edwin A Alderman Elementary,New Hanover County School District,New Hanover
ALL,237,36.7,45.1,650324,ALL,ALL,ALL,2013,Edwin A Alderman Elementary,New Hanover County School District,New Hanover
ALL,1698,56.5,65.4,650325,ALL,ALL,ALL,2017,Emma B Trask Middle,New Hanover County School District,New Hanover
ALL,1815,56.7,65.3,650325,ALL,ALL,ALL,2016,Emma B Trask Middle,New Hanover County School District,New Hanover
ALL,1751,59.4,68.5,650325,ALL,ALL,ALL,2015,Emma B Trask Middle,New Hanover County School District,New Hanover
ALL,1752,53.1,63.6,650325,ALL,ALL,ALL,2014,Emma B Trask Middle,New Hanover County School District,New Hanover
ALL,1916,54.5,65.2,650325,ALL,ALL,ALL,2013,Emma B Trask Middle,New Hanover County School District,New Hanover
ALL,1678,52.3,61.1,650326,ALL,ALL,ALL,2017,Emsley A Laney High,New Hanover County School District,New Hanover
ALL,1686,51.6,62.7,650326,ALL,ALL,ALL,2016,Emsley A Laney High,New Hanover County School District,New Hanover
ALL,1860,52.1,61.8,650326,ALL,ALL,ALL,2015,Emsley A Laney High,New Hanover County School District,New Hanover
ALL,1757,48.5,58,650326,ALL,ALL,ALL,2014,Emsley A Laney High,New Hanover County School District,New Hanover
ALL,1524,49.1,59.8,650326,ALL,ALL,ALL,2013,Emsley A Laney High,New Hanover County School District,New Hanover
ALL,1489,54.1,64.8,650327,ALL,ALL,ALL,2017,Eugene Ashley High,New Hanover County School District,New Hanover
ALL,1547,50.9,61,650327,ALL,ALL,ALL,2016,Eugene Ashley High,New Hanover County School District,New Hanover
ALL,1623,51.3,61.7,650327,ALL,ALL,ALL,2015,Eugene Ashley High,New Hanover County School District,New Hanover
ALL,1392,48.6,58.9,650327,ALL,ALL,ALL,2014,Eugene Ashley High,New Hanover County School District,New Hanover
ALL,1269,53.4,63.8,650327,ALL,ALL,ALL,2013,Eugene Ashley High,New Hanover County School District,New Hanover
ALL,406,27.3,40.4,650328,ALL,ALL,ALL,2017,Forest Hills Global Elementary,New Hanover County School District,New Hanover
ALL,345,27.2,40,650328,ALL,ALL,ALL,2016,Forest Hills Global Elementary,New Hanover County School District,New Hanover
ALL,449,45.9,53.7,650328,ALL,ALL,ALL,2015,Forest Hills Global Elementary,New Hanover County School District,New Hanover
ALL,446,48.7,56.3,650328,ALL,ALL,ALL,2014,Forest Hills Global Elementary,New Hanover County School District,New Hanover
ALL,462,43.1,51.5,650328,ALL,ALL,ALL,2013,Forest Hills Global Elementary,New Hanover County School District,New Hanover
ALL,608,37,48,650332,ALL,ALL,ALL,2017,"Gregory School of Math, Science, and Tec",New Hanover County School District,New Hanover
ALL,630,33,38.9,650332,ALL,ALL,ALL,2016,"Gregory School of Math, Science, and Tec",New Hanover County School District,New Hanover
ALL,429,21,28.9,650332,ALL,ALL,ALL,2015,"Gregory School of Math, Science, and Tec",New Hanover County School District,New Hanover
ALL,421,32.1,43.2,650332,ALL,ALL,ALL,2014,"Gregory School of Math, Science, and Tec",New Hanover County School District,New Hanover
ALL,417,33.6,42.7,650332,ALL,ALL,ALL,2013,"Gregory School of Math, Science, and Tec",New Hanover County School District,New Hanover
ALL,1020,66.9,77.3,650338,ALL,ALL,ALL,2017,Heyward C Bellamy Elem,New Hanover County School District,New Hanover
ALL,981,61.8,71.3,650338,ALL,ALL,ALL,2016,Heyward C Bellamy Elem,New Hanover County School District,New Hanover
ALL,968,66,73.6,650338,ALL,ALL,ALL,2015,Heyward C Bellamy Elem,New Hanover County School District,New Hanover
ALL,823,65.2,75,650338,ALL,ALL,ALL,2014,Heyward C Bellamy Elem,New Hanover County School District,New Hanover
ALL,817,64.5,75.6,650338,ALL,ALL,ALL,2013,Heyward C Bellamy Elem,New Hanover County School District,New Hanover
ALL,669,78.2,85.9,650339,ALL,ALL,ALL,2017,Holly Tree Elementary,New Hanover County School District,New Hanover
ALL,606,74.4,83.5,650339,ALL,ALL,ALL,2016,Holly Tree Elementary,New Hanover County School District,New Hanover
ALL,650,75.4,83.7,650339,ALL,ALL,ALL,2015,Holly Tree Elementary,New Hanover County School District,New Hanover
ALL,652,75,84,650339,ALL,ALL,ALL,2014,Holly Tree Elementary,New Hanover County School District,New Hanover
ALL,644,75.3,83.1,650339,ALL,ALL,ALL,2013,Holly Tree Elementary,New Hanover County School District,New Hanover
ALL,182,92.9,95,650340,ALL,ALL,ALL,2017,Isaac M Bear High,New Hanover County School District,New Hanover
ALL,170,95,95,650340,ALL,ALL,ALL,2016,Isaac M Bear High,New Hanover County School District,New Hanover
ALL,178,87.1,93.8,650340,ALL,ALL,ALL,2015,Isaac M Bear High,New Hanover County School District,New Hanover
ALL,173,86.1,94.2,650340,ALL,ALL,ALL,2014,Isaac M Bear High,New Hanover County School District,New Hanover
ALL,179,92.7,95,650340,ALL,ALL,ALL,2013,Isaac M Bear High,New Hanover County School District,New Hanover
ALL,726,58.4,69,650341,ALL,ALL,ALL,2017,John J Blair Elementary,New Hanover County School District,New Hanover
ALL,652,56.3,65.6,650341,ALL,ALL,ALL,2016,John J Blair Elementary,New Hanover County School District,New Hanover
ALL,626,53.2,62.8,650341,ALL,ALL,ALL,2015,John J Blair Elementary,New Hanover County School District,New Hanover
ALL,675,51.4,60.9,650341,ALL,ALL,ALL,2014,John J Blair Elementary,New Hanover County School District,New Hanover
ALL,679,54.3,64.1,650341,ALL,ALL,ALL,2013,John J Blair Elementary,New Hanover County School District,New Hanover
ALL,1437,67.7,75.9,650342,ALL,ALL,ALL,2017,John T Hoggard High,New Hanover County School District,New Hanover
ALL,1302,64.7,72.8,650342,ALL,ALL,ALL,2016,John T Hoggard High,New Hanover County School District,New Hanover
ALL,1437,67.2,75.2,650342,ALL,ALL,ALL,2015,John T Hoggard High,New Hanover County School District,New Hanover
ALL,1338,59.8,69.5,650342,ALL,ALL,ALL,2014,John T Hoggard High,New Hanover County School District,New Hanover
ALL,1275,59.3,69.9,650342,ALL,ALL,ALL,2013,John T Hoggard High,New Hanover County School District,New Hanover
ALL,1455,54.6,63.6,650343,ALL,ALL,ALL,2017,Holly Shelter Middle,New Hanover County School District,New Hanover
ALL,1537,49.3,56.8,650343,ALL,ALL,ALL,2016,Holly Shelter Middle,New Hanover County School District,New Hanover
ALL,1577,51.9,60.9,650343,ALL,ALL,ALL,2015,Holly Shelter Middle,New Hanover County School District,New Hanover
ALL,1684,48,57.7,650343,ALL,ALL,ALL,2014,Holly Shelter Middle,New Hanover County School District,New Hanover
ALL,1768,43.7,53.3,650343,ALL,ALL,ALL,2013,Holly Shelter Middle,New Hanover County School District,New Hanover
ALL,76,5.3,9.2,650345,ALL,ALL,ALL,2017,Lake Forest Academy,New Hanover County School District,New Hanover
ALL,72,6.9,12.5,650345,ALL,ALL,ALL,2016,Lake Forest Academy,New Hanover County School District,New Hanover
ALL,61,5,8.2,650345,ALL,ALL,ALL,2015,Lake Forest Academy,New Hanover County School District,New Hanover
ALL,84,5,6,650345,ALL,ALL,ALL,2014,Lake Forest Academy,New Hanover County School District,New Hanover
ALL,84,9.5,11.9,650345,ALL,ALL,ALL,2013,Lake Forest Academy,New Hanover County School District,New Hanover
ALL,625,45.1,56.6,650346,ALL,ALL,ALL,2017,Mary C Williams Elementary,New Hanover County School District,New Hanover
ALL,532,43.4,52.8,650346,ALL,ALL,ALL,2016,Mary C Williams Elementary,New Hanover County School District,New Hanover
ALL,554,46.4,57.8,650346,ALL,ALL,ALL,2015,Mary C Williams Elementary,New Hanover County School District,New Hanover
ALL,446,50,59.2,650346,ALL,ALL,ALL,2014,Mary C Williams Elementary,New Hanover County School District,New Hanover
ALL,470,38.7,48.3,650346,ALL,ALL,ALL,2013,Mary C Williams Elementary,New Hanover County School District,New Hanover
ALL,910,61.6,72.4,650348,ALL,ALL,ALL,2017,Murrayville Elementary,New Hanover County School District,New Hanover
ALL,917,60.3,69,650348,ALL,ALL,ALL,2016,Murrayville Elementary,New Hanover County School District,New Hanover
ALL,851,61.1,70.3,650348,ALL,ALL,ALL,2015,Murrayville Elementary,New Hanover County School District,New Hanover
ALL,845,59.1,69.7,650348,ALL,ALL,ALL,2014,Murrayville Elementary,New Hanover County School District,New Hanover
ALL,847,57.6,67.5,650348,ALL,ALL,ALL,2013,Murrayville Elementary,New Hanover County School District,New Hanover
ALL,2031,69,75.7,650350,ALL,ALL,ALL,2017,M C S Noble Middle,New Hanover County School District,New Hanover
ALL,2035,68.5,73.5,650350,ALL,ALL,ALL,2016,M C S Noble Middle,New Hanover County School District,New Hanover
ALL,1950,63.4,70.8,650350,ALL,ALL,ALL,2015,M C S Noble Middle,New Hanover County School District,New Hanover
ALL,1856,66.6,74.1,650350,ALL,ALL,ALL,2014,M C S Noble Middle,New Hanover County School District,New Hanover
ALL,1903,63,71.8,650350,ALL,ALL,ALL,2013,M C S Noble Middle,New Hanover County School District,New Hanover
ALL,1647,56.3,66.8,650351,ALL,ALL,ALL,2017,Myrtle Grove Middle,New Hanover County School District,New Hanover
ALL,1780,57.8,66,650351,ALL,ALL,ALL,2016,Myrtle Grove Middle,New Hanover County School District,New Hanover
ALL,1833,54,61.6,650351,ALL,ALL,ALL,2015,Myrtle Grove Middle,New Hanover County School District,New Hanover
ALL,1919,55.8,63.8,650351,ALL,ALL,ALL,2014,Myrtle Grove Middle,New Hanover County School District,New Hanover
ALL,1995,58.9,67.8,650351,ALL,ALL,ALL,2013,Myrtle Grove Middle,New Hanover County School District,New Hanover
ALL,1121,36.8,44.2,650352,ALL,ALL,ALL,2017,New Hanover High,New Hanover County School District,New Hanover
ALL,1191,42.3,50.7,650352,ALL,ALL,ALL,2016,New Hanover High,New Hanover County School District,New Hanover
ALL,1283,40,49.5,650352,ALL,ALL,ALL,2015,New Hanover High,New Hanover County School District,New Hanover
ALL,1294,44,54.5,650352,ALL,ALL,ALL,2014,New Hanover High,New Hanover County School District,New Hanover
ALL,1305,41.3,52.4,650352,ALL,ALL,ALL,2013,New Hanover High,New Hanover County School District,New Hanover
ALL,647,78.5,87.3,650353,ALL,ALL,ALL,2017,Dr Hubert Eaton Sr Elem,New Hanover County School District,New Hanover
ALL,652,76.7,83.6,650353,ALL,ALL,ALL,2016,Dr Hubert Eaton Sr Elem,New Hanover County School District,New Hanover
ALL,670,79.1,84.6,650353,ALL,ALL,ALL,2015,Dr Hubert Eaton Sr Elem,New Hanover County School District,New Hanover
ALL,670,79.6,84.2,650353,ALL,ALL,ALL,2014,Dr Hubert Eaton Sr Elem,New Hanover County School District,New Hanover
ALL,645,78.6,87.9,650353,ALL,ALL,ALL,2013,Dr Hubert Eaton Sr Elem,New Hanover County School District,New Hanover
ALL,143,7,12.6,650354,ALL,ALL,ALL,2017,Lakeside,New Hanover County School District,New Hanover
ALL,182,5,6,650354,ALL,ALL,ALL,2016,Lakeside,New Hanover County School District,New Hanover
ALL,122,7.4,15.6,650354,ALL,ALL,ALL,2015,Lakeside,New Hanover County School District,New Hanover
ALL,108,5,12,650354,ALL,ALL,ALL,2014,Lakeside,New Hanover County School District,New Hanover
ALL,92,14.1,19.6,650354,ALL,ALL,ALL,2013,Lakeside,New Hanover County School District,New Hanover
ALL,106,33,42.5,650355,ALL,ALL,ALL,2017,Mary Sidberry Mosley PLC,New Hanover County School District,New Hanover
ALL,68,23.5,33.8,650355,ALL,ALL,ALL,2016,Mary Sidberry Mosley PLC,New Hanover County School District,New Hanover
ALL,49,22.4,22.4,650355,ALL,ALL,ALL,2015,Mary Sidberry Mosley PLC,New Hanover County School District,New Hanover
ALL,46,6.5,8.7,650355,ALL,ALL,ALL,2014,Mary Sidberry Mosley PLC,New Hanover County School District,New Hanover
ALL,51,7.8,13.7,650355,ALL,ALL,ALL,2013,Mary Sidberry Mosley PLC,New Hanover County School District,New Hanover
ALL,847,84.5,90.6,650356,ALL,ALL,ALL,2017,Ogden Elementary,New Hanover County School District,New Hanover
ALL,913,82.5,89.2,650356,ALL,ALL,ALL,2016,Ogden Elementary,New Hanover County School District,New Hanover
ALL,851,81.9,89.5,650356,ALL,ALL,ALL,2015,Ogden Elementary,New Hanover County School District,New Hanover
ALL,802,80.5,87.7,650356,ALL,ALL,ALL,2014,Ogden Elementary,New Hanover County School District,New Hanover
ALL,770,81.3,88.1,650356,ALL,ALL,ALL,2013,Ogden Elementary,New Hanover County School District,New Hanover
ALL,742,61.1,70.9,650362,ALL,ALL,ALL,2017,Pine Valley Elementary,New Hanover County School District,New Hanover
ALL,723,58.4,67.8,650362,ALL,ALL,ALL,2016,Pine Valley Elementary,New Hanover County School District,New Hanover
ALL,676,57,65.2,650362,ALL,ALL,ALL,2015,Pine Valley Elementary,New Hanover County School District,New Hanover
ALL,584,60.3,68,650362,ALL,ALL,ALL,2014,Pine Valley Elementary,New Hanover County School District,New Hanover
ALL,618,58.3,70.4,650362,ALL,ALL,ALL,2013,Pine Valley Elementary,New Hanover County School District,New Hanover
ALL,1934,65.5,72.8,650364,ALL,ALL,ALL,2017,Roland-Grise Middle,New Hanover County School District,New Hanover
ALL,2044,66.8,73.6,650364,ALL,ALL,ALL,2016,Roland-Grise Middle,New Hanover County School District,New Hanover
ALL,1872,64.9,72.3,650364,ALL,ALL,ALL,2015,Roland-Grise Middle,New Hanover County School District,New Hanover
ALL,1885,59.7,68.1,650364,ALL,ALL,ALL,2014,Roland-Grise Middle,New Hanover County School District,New Hanover
ALL,2086,65.4,74.2,650364,ALL,ALL,ALL,2013,Roland-Grise Middle,New Hanover County School District,New Hanover
ALL,648,79.6,88.6,650366,ALL,ALL,ALL,2017,Dr John Codington Elem,New Hanover County School District,New Hanover
ALL,678,78.3,86.4,650366,ALL,ALL,ALL,2016,Dr John Codington Elem,New Hanover County School District,New Hanover
ALL,641,77.5,84.2,650366,ALL,ALL,ALL,2015,Dr John Codington Elem,New Hanover County School District,New Hanover
ALL,641,76.1,84.9,650366,ALL,ALL,ALL,2014,Dr John Codington Elem,New Hanover County School District,New Hanover
ALL,612,79.6,88.1,650366,ALL,ALL,ALL,2013,Dr John Codington Elem,New Hanover County School District,New Hanover
ALL,481,41.4,52.8,650368,ALL,ALL,ALL,2017,Sunset Park Elementary,New Hanover County School District,New Hanover
ALL,459,38.8,46.6,650368,ALL,ALL,ALL,2016,Sunset Park Elementary,New Hanover County School District,New Hanover
ALL,442,44.8,56.3,650368,ALL,ALL,ALL,2015,Sunset Park Elementary,New Hanover County School District,New Hanover
ALL,444,39.4,49.3,650368,ALL,ALL,ALL,2014,Sunset Park Elementary,New Hanover County School District,New Hanover
ALL,508,40,53.3,650368,ALL,ALL,ALL,2013,Sunset Park Elementary,New Hanover County School District,New Hanover
ALL,919,82.8,89.9,650380,ALL,ALL,ALL,2017,Walter L Parsley Elementary,New Hanover County School District,New Hanover
ALL,858,84.4,90.4,650380,ALL,ALL,ALL,2016,Walter L Parsley Elementary,New Hanover County School District,New Hanover
ALL,811,81,87.1,650380,ALL,ALL,ALL,2015,Walter L Parsley Elementary,New Hanover County School District,New Hanover
ALL,700,85.3,89.9,650380,ALL,ALL,ALL,2014,Walter L Parsley Elementary,New Hanover County School District,New Hanover
ALL,696,85.2,90.8,650380,ALL,ALL,ALL,2013,Walter L Parsley Elementary,New Hanover County School District,New Hanover
ALL,522,26.4,32.2,650384,ALL,ALL,ALL,2017,A H Snipes Academy of Arts/Des,New Hanover County School District,New Hanover
ALL,494,17,27.5,650384,ALL,ALL,ALL,2016,A H Snipes Academy of Arts/Des,New Hanover County School District,New Hanover
ALL,566,23.5,32.2,650384,ALL,ALL,ALL,2015,A H Snipes Academy of Arts/Des,New Hanover County School District,New Hanover
ALL,550,22.2,29.6,650384,ALL,ALL,ALL,2014,A H Snipes Academy of Arts/Des,New Hanover County School District,New Hanover
ALL,509,20.6,31.4,650384,ALL,ALL,ALL,2013,A H Snipes Academy of Arts/Des,New Hanover County School District,New Hanover
ALL,1513,33.3,41.4,650392,ALL,ALL,ALL,2017,Williston Middle,New Hanover County School District,New Hanover
ALL,1504,32,40,650392,ALL,ALL,ALL,2016,Williston Middle,New Hanover County School District,New Hanover
ALL,1601,34.5,42.3,650392,ALL,ALL,ALL,2015,Williston Middle,New Hanover County School District,New Hanover
ALL,1668,34.6,43,650392,ALL,ALL,ALL,2014,Williston Middle,New Hanover County School District,New Hanover
ALL,1754,34,43.1,650392,ALL,ALL,ALL,2013,Williston Middle,New Hanover County School District,New Hanover
ALL,163,71.2,85.3,650394,ALL,ALL,ALL,2017,Wilmington Early College High,New Hanover County School District,New Hanover
ALL,173,69.4,77.5,650394,ALL,ALL,ALL,2016,Wilmington Early College High,New Hanover County School District,New Hanover
ALL,172,82.6,90.1,650394,ALL,ALL,ALL,2015,Wilmington Early College High,New Hanover County School District,New Hanover
ALL,138,65.2,79.7,650394,ALL,ALL,ALL,2014,Wilmington Early College High,New Hanover County School District,New Hanover
ALL,141,59.6,74.5,650394,ALL,ALL,ALL,2013,Wilmington Early College High,New Hanover County School District,New Hanover
ALL,352,53.4,63.6,650400,ALL,ALL,ALL,2017,Winter Park Model Elementary,New Hanover County School District,New Hanover
ALL,399,39.3,49.1,650400,ALL,ALL,ALL,2016,Winter Park Model Elementary,New Hanover County School District,New Hanover
ALL,414,37.9,48.3,650400,ALL,ALL,ALL,2015,Winter Park Model Elementary,New Hanover County School District,New Hanover
ALL,374,33.7,45.7,650400,ALL,ALL,ALL,2014,Winter Park Model Elementary,New Hanover County School District,New Hanover
ALL,394,40.9,51.8,650400,ALL,ALL,ALL,2013,Winter Park Model Elementary,New Hanover County School District,New Hanover
ALL,689,33.7,43.7,650404,ALL,ALL,ALL,2017,Wrightsboro Elementary,New Hanover County School District,New Hanover
ALL,664,35.5,48.2,650404,ALL,ALL,ALL,2016,Wrightsboro Elementary,New Hanover County School District,New Hanover
ALL,600,39,48.5,650404,ALL,ALL,ALL,2015,Wrightsboro Elementary,New Hanover County School District,New Hanover
ALL,536,36.4,47.2,650404,ALL,ALL,ALL,2014,Wrightsboro Elementary,New Hanover County School District,New Hanover
ALL,548,37,48.7,650404,ALL,ALL,ALL,2013,Wrightsboro Elementary,New Hanover County School District,New Hanover
ALL,414,86,91.1,650408,ALL,ALL,ALL,2017,Wrightsville Beach Elem,New Hanover County School District,New Hanover
ALL,444,86.9,92.6,650408,ALL,ALL,ALL,2016,Wrightsville Beach Elem,New Hanover County School District,New Hanover
ALL,442,86,93,650408,ALL,ALL,ALL,2015,Wrightsville Beach Elem,New Hanover County School District,New Hanover
ALL,410,89.3,95,650408,ALL,ALL,ALL,2014,Wrightsville Beach Elem,New Hanover County School District,New Hanover
ALL,386,79,87.8,650408,ALL,ALL,ALL,2013,Wrightsville Beach Elem,New Hanover County School District,New Hanover
ALL,344,15.1,22.1,650409,ALL,ALL,ALL,2017,D.C. Virgo Preparatory Academy,New Hanover County School District,New Hanover
ALL,416,15.4,25.5,650409,ALL,ALL,ALL,2016,D.C. Virgo Preparatory Academy,New Hanover County School District,New Hanover
ALL,442,20.6,27.6,650409,ALL,ALL,ALL,2015,D.C. Virgo Preparatory Academy,New Hanover County School District,New Hanover
ALL,558,23.7,31.9,650409,ALL,ALL,ALL,2014,D.C. Virgo Preparatory Academy,New Hanover County School District,New Hanover
ALL,424,16.5,25.2,650409,ALL,ALL,ALL,2013,D.C. Virgo Preparatory Academy,New Hanover County School District,New Hanover
ALL,184,26.1,39.1,660306,ALL,ALL,ALL,2017,Central Elementary,Northampton County School District,Northampton
ALL,142,33.1,52.1,660306,ALL,ALL,ALL,2016,Central Elementary,Northampton County School District,Northampton
ALL,160,23.1,38.1,660306,ALL,ALL,ALL,2015,Central Elementary,Northampton County School District,Northampton
ALL,218,19.3,26.1,660306,ALL,ALL,ALL,2014,Central Elementary,Northampton County School District,Northampton
ALL,238,26.5,40.3,660306,ALL,ALL,ALL,2013,Central Elementary,Northampton County School District,Northampton
ALL,715,21.8,31.9,660308,ALL,ALL,ALL,2017,Conway Middle,Northampton County School District,Northampton
ALL,783,24.9,35,660308,ALL,ALL,ALL,2016,Conway Middle,Northampton County School District,Northampton
ALL,945,20.3,29.6,660308,ALL,ALL,ALL,2015,Conway Middle,Northampton County School District,Northampton
ALL,966,18.5,26.1,660308,ALL,ALL,ALL,2014,Conway Middle,Northampton County School District,Northampton
ALL,1012,20.6,28.5,660308,ALL,ALL,ALL,2013,Conway Middle,Northampton County School District,Northampton
ALL,189,14.3,28.6,660320,ALL,ALL,ALL,2017,Gaston Elementary,Northampton County School District,Northampton
ALL,254,16.9,28,660320,ALL,ALL,ALL,2016,Gaston Elementary,Northampton County School District,Northampton
ALL,252,19.8,29.8,660320,ALL,ALL,ALL,2015,Gaston Elementary,Northampton County School District,Northampton
ALL,292,17.8,29.5,660320,ALL,ALL,ALL,2014,Gaston Elementary,Northampton County School District,Northampton
ALL,294,22.1,31.3,660320,ALL,ALL,ALL,2013,Gaston Elementary,Northampton County School District,Northampton
ALL,462,19.7,32,660325,ALL,ALL,ALL,2017,Gaston Middle,Northampton County School District,Northampton
ALL,427,19.4,31.1,660325,ALL,ALL,ALL,2016,Gaston Middle,Northampton County School District,Northampton
ALL,398,19.8,31.2,660325,ALL,ALL,ALL,2015,Gaston Middle,Northampton County School District,Northampton
ALL,545,14.5,23.7,660325,ALL,ALL,ALL,2014,Gaston Middle,Northampton County School District,Northampton
ALL,556,12.2,18.5,660325,ALL,ALL,ALL,2013,Gaston Middle,Northampton County School District,Northampton
ALL,44,5,5,660334,ALL,ALL,ALL,2013,Northampton County Alternative School,Northampton County School District,Northampton
ALL,226,7.5,12.8,660336,ALL,ALL,ALL,2017,Northampton County High School,Northampton County School District,Northampton
ALL,259,6.6,14.3,660336,ALL,ALL,ALL,2016,Northampton County High School,Northampton County School District,Northampton
ALL,332,11.1,23.5,660336,ALL,ALL,ALL,2015,Northampton County High School,Northampton County School District,Northampton
ALL,441,17.5,24,660336,ALL,ALL,ALL,2014,Northampton County High School,Northampton County School District,Northampton
ALL,389,22.6,35.5,660336,ALL,ALL,ALL,2013,Northampton County High School,Northampton County School District,Northampton
ALL,182,29.7,42.9,660360,ALL,ALL,ALL,2017,Willis Hare Elementary,Northampton County School District,Northampton
ALL,206,21.8,31.1,660360,ALL,ALL,ALL,2016,Willis Hare Elementary,Northampton County School District,Northampton
ALL,216,28.7,43.1,660360,ALL,ALL,ALL,2015,Willis Hare Elementary,Northampton County School District,Northampton
ALL,238,34.5,44.5,660360,ALL,ALL,ALL,2014,Willis Hare Elementary,Northampton County School District,Northampton
ALL,216,26.4,38.4,660360,ALL,ALL,ALL,2013,Willis Hare Elementary,Northampton County School District,Northampton
ALL,758,47.9,60.3,670304,ALL,ALL,ALL,2017,Bell Fork Elementary,Onslow County School District,Onslow
ALL,776,47.3,59.3,670304,ALL,ALL,ALL,2016,Bell Fork Elementary,Onslow County School District,Onslow
